unix,date,symbol,open,high,low,close,VolumeBTC,VolumeUSDT,tradecount,EMA,SMA,RSI
1539129600000,10/10/2018 00:00,BTC/USDT,6656.67,6659.95,6530,6631,15390.66144,101609680.9,99789,6596.855693,6601.983571,51.73843837
1539216000000,10/11/2018 00:00,BTC/USDT,6630.21,6633.92,6205,6252.68,48712.40033,308153124.4,253224,6604.822934,6613.832143,36.27681863
1539302400000,10/12/2018 00:00,BTC/USDT,6252.71,6360,6209,6298.01,29004.07142,183030273,148077,6608.313209,6582.657143,38.64283664
1539388800000,10/13/2018 00:00,BTC/USDT,6298,6345,6285.07,6332.93,19098.07003,120728651,108981,6560.895448,6558.616429,40.47634702
1539475200000,10/14/2018 00:00,BTC/USDT,6332.92,6416,6308,6339.34,15627.41131,99527294.08,96113,6525.844055,6539.798571,40.82590418
1539561600000,10/15/2018 00:00,BTC/USDT,6339.34,7680,6300,6752.5,90748.03125,627984505.6,456913,6500.122181,6519.282143,57.96210422
1539648000000,10/16/2018 00:00,BTC/USDT,6752.5,6900,6670,6759.27,27557.95776,186122772.2,175075,6478.684557,6529.345714,58.17583411
1539734400000,10/17/2018 00:00,BTC/USDT,6762.76,6811.12,6676.01,6740.89,26641.43138,179641733.2,158746,6515.193283,6546.022857,57.32371531
1539820800000,10/18/2018 00:00,BTC/USDT,6739.01,6796,6567,6618.96,20116.52194,134777360.2,138002,6547.736845,6562.515,51.89346387
1539907200000,10/19/2018 00:00,BTC/USDT,6618.96,6648.14,6523,6528.88,20772.60077,136686215.7,112337,6573.490599,6564.312857,48.25646162
1539993600000,10/20/2018 00:00,BTC/USDT,6528.88,6617.65,6505.55,6588.4,19240.72225,126325797.5,110809,6579.553186,6556.686429,50.71439566
1540080000000,10/21/2018 00:00,BTC/USDT,6585.72,6663.9,6580,6590.11,6515.357792,43146401.59,68018,6572.796761,6556.267143,50.78672495
1540166400000,10/22/2018 00:00,BTC/USDT,6590.12,6639,6535.27,6581.2,16213.69266,106815019.6,101673,6574.877193,6554.470714,50.37191526
1540252800000,10/23/2018 00:00,BTC/USDT,6581.2,6595,6515.45,6553.51,13856.60176,90969791.03,86938,6576.908234,6547.912857,49.03160684
1540339200000,10/24/2018 00:00,BTC/USDT,6553.51,6630,6547.53,6565.5,11951.54398,78795617.02,90762,6577.480469,6540.548571,49.6562653
1540425600000,10/25/2018 00:00,BTC/USDT,6566.81,6575.09,6502.8,6528.09,10342.70124,67691945.45,75563,6574.284407,6535.87,47.6922594
1540512000000,10/26/2018 00:00,BTC/USDT,6528.13,6600,6515.01,6538.63,9443.504156,61792487.8,77985,6573.113152,6555.542143,48.31254467
1540598400000,10/27/2018 00:00,BTC/USDT,6538.63,6558.35,6463.04,6505.6,7776.907864,50667220.04,86848,6567.110065,6572.729286,46.45347212
1540684800000,10/28/2018 00:00,BTC/USDT,6505.6,6514.17,6453,6489.93,5743.933728,37298357.26,71647,6563.312723,6585.062857,45.55780967
1540771200000,10/29/2018 00:00,BTC/USDT,6489.93,6505.01,6315,6344.5,13827.22407,88484721.04,135586,6555.617694,6595.819286,38.19700648
1540857600000,10/30/2018 00:00,BTC/USDT,6344.5,6395,6317.01,6330.87,8877.175385,56393439.18,95116,6546.859334,6566.676429,37.5841016
1540944000000,10/31/2018 00:00,BTC/USDT,6330.01,6428,6245.02,6371.93,12148.88822,76970488.28,111552,6519.87809,6536.076429,40.67246115
1541030400000,11/1/2018 00:00,BTC/USDT,6369.52,6442.65,6348.66,6410,9099.035841,58031686.83,89601,6494.677011,6509.722143,43.46560923
1541116800000,11/2/2018 00:00,BTC/USDT,6410,6460.34,6388.2,6433.98,9739.440679,62589428.22,109482,6478.310743,6494.796429,45.21524769
1541203200000,11/3/2018 00:00,BTC/USDT,6432.8,6439.97,6345,6387.09,7661.241476,48934237.94,83836,6469.202644,6488.017857,42.44883413
1541289600000,11/4/2018 00:00,BTC/USDT,6388,6525,6359,6485.85,10592.39494,68169573.19,126200,6464.506291,6473.638571,49.46230719
1541376000000,11/5/2018 00:00,BTC/USDT,6485.85,6504.39,6431.02,6468.99,8987.882156,58127213.14,114235,6454.184119,6466.191429,48.37840102
1541462400000,11/6/2018 00:00,BTC/USDT,6468.99,6531.31,6445.18,6519.11,11926.5657,77336101.19,150475,6458.406237,6458.176429,51.76247982
1541548800000,11/7/2018 00:00,BTC/USDT,6522.73,6615.15,6509,6578.46,14271.59112,93820576.63,151060,6459.817405,6455.719286,55.483993
1541635200000,11/8/2018 00:00,BTC/USDT,6578.46,6594,6468.22,6479.84,13259.78928,86450363.68,145405,6467.723084,6456.645,48.75319403
1541721600000,11/9/2018 00:00,BTC/USDT,6479.84,6511.53,6391.01,6419.99,11787.61658,75997777.5,117043,6482.488007,6453.198571,45.17181495
1541808000000,11/10/2018 00:00,BTC/USDT,6419.99,6475.55,6411,6433.05,7714.829926,49745307.64,97746,6482.134939,6444.724286,46.10224052
1541894400000,11/11/2018 00:00,BTC/USDT,6435.16,6462.14,6355,6449.81,8213.507117,52709099.32,98435,6473.848947,6439.542143,47.33732372
1541980800000,11/12/2018 00:00,BTC/USDT,6450.71,6497,6421,6453.07,10132.78257,65390882.14,123144,6468.409088,6436.676429,47.58890424
1542067200000,11/13/2018 00:00,BTC/USDT,6451.68,6498,6391.15,6457.66,11790.56493,76142983.15,150940,6465.929209,6444.431429,47.9658185
1542153600000,11/14/2018 00:00,BTC/USDT,6458.98,6482.84,5656.87,5922.41,46478.964,279632622.9,319011,6464.214648,6453.487857,25.20371003
1542240000000,11/15/2018 00:00,BTC/USDT,5917.2,5939.54,5403.42,5753.4,47700.8294,270133503.7,303825,6463.340695,6421.379286,21.701718
1542326400000,11/16/2018 00:00,BTC/USDT,5757.09,5782.89,5549.25,5655.94,38721.80227,219097216,221493,6391.216602,6374.479286,19.97787153
1542412800000,11/17/2018 00:00,BTC/USDT,5650.57,5656.6,5565.43,5628.29,26411.24141,148072393.1,171403,6306.174389,6318.905,19.50451004
1542499200000,11/18/2018 00:00,BTC/USDT,5630.49,5738.17,5617,5662,23844.99935,134893237,154817,6219.47647,6264.705,21.93312575
1542585600000,11/19/2018 00:00,BTC/USDT,5661.94,5664,4855,4910.03,70580.89286,368688743.5,378495,6140.651607,6205.858571,12.71638507
1542672000000,11/20/2018 00:00,BTC/USDT,4913.4,5048.24,4326,4558.86,117380.9516,548036628.7,596769,6076.831393,6094.504286,10.49779737
1542758400000,11/21/2018 00:00,BTC/USDT,4559.91,4787.2,4413.85,4661.07,61071.82948,281264433.5,301920,5921.257874,5954.486429,15.13850566
1542844800000,11/22/2018 00:00,BTC/USDT,4661.08,4721.77,4335,4370,34531.11914,157459733.7,180335,5739.604824,5817.53,13.06152203
1542931200000,11/23/2018 00:00,BTC/USDT,4370.9,4484,4222.94,4420.61,49371.92032,215283656.1,227935,5595.800181,5666.827143,15.23907794
1543017600000,11/24/2018 00:00,BTC/USDT,4415.63,4527,3824.69,3932.44,61693.11101,258702927.7,275070,5432.360157,5524.014286,12.09276263
1543104000000,11/25/2018 00:00,BTC/USDT,3933.68,4233,3652.66,4085.78,101693.9756,398253568.5,428171,5297.460136,5345.399286,17.83151998
1543190400000,11/26/2018 00:00,BTC/USDT,4088.69,4206,3701,3862.2,94503.75077,373225761.8,413329,5115.457451,5176.54,16.17360506
1543276800000,11/27/2018 00:00,BTC/USDT,3864.45,3940,3689.12,3875.21,67480.60721,257593168.1,288731,4978.167124,4991.477857,16.6591849
1543363200000,11/28/2018 00:00,BTC/USDT,3875.63,4394.47,3874.27,4264.85,91983.56795,382697308.3,386714,4829.371508,4807.017143,29.77874737
1543449600000,11/29/2018 00:00,BTC/USDT,4262.06,4450.38,4125.65,4295.84,73980.19867,316809038.4,316601,4702.149973,4688.62,30.71298251
1543536000000,11/30/2018 00:00,BTC/USDT,4295.72,4341.36,3943,4041.32,67758.44628,278810574.9,288098,4643.84331,4584.508571,27.47942699
1543622400000,12/1/2018 00:00,BTC/USDT,4041.27,4299.99,3963.01,4190.02,44840.07348,186157614.3,205472,4597.442869,4469.178571,31.98487096
1543708800000,12/2/2018 00:00,BTC/USDT,4190.98,4312.99,4103.04,4161.01,38912.15479,162917339,178087,4523.293153,4366.445,31.57276357
1543795200000,12/3/2018 00:00,BTC/USDT,4160.55,4179,3827,3884.01,49094.36916,195055919.5,207134,4478.856733,4259.231429,27.8790704
1543881600000,12/4/2018 00:00,BTC/USDT,3884.76,4085,3781,3951.64,48489.55161,191673423.7,220815,4436.477168,4185.944286,30.03133714
1543968000000,12/5/2018 00:00,BTC/USDT,3950.98,3970,3745,3769.84,44004.79945,169404368.2,199011,4362.814879,4142.571429,27.64318478
1544054400000,12/6/2018 00:00,BTC/USDT,3768.44,3899.99,3500,3508.75,68378.79694,254722331.5,293512,4307.991562,4078.912143,24.61570853
1544140800000,12/7/2018 00:00,BTC/USDT,3508.75,3549.99,3224.6,3403.55,95145.45744,322364604.3,413521,4236.23802,4017.394286,23.49896956
1544227200000,12/8/2018 00:00,BTC/USDT,3403.57,3495,3222,3410.93,55365.94995,187909876.2,253650,4139.239618,3944.747143,23.7602735
1544313600000,12/9/2018 00:00,BTC/USDT,3411.36,3658,3394.04,3545.37,45956.8933,161618597.8,194567,4041.147669,3907.496429,28.54821246
1544400000000,12/10/2018 00:00,BTC/USDT,3548.49,3610,3370.11,3432.88,40989.24455,142507933.1,192599,3957.118646,3868.895714,27.01920389
1544486400000,12/11/2018 00:00,BTC/USDT,3434.01,3480,3324.32,3380.39,35920.86415,121841475.3,162266,3902.218827,3838.23,26.31106766
1544572800000,12/12/2018 00:00,BTC/USDT,3379.23,3492,3350,3445,33922.93129,116227185.8,152067,3839.640316,3802.885714,28.78519695
1544659200000,12/13/2018 00:00,BTC/USDT,3446.38,3460,3255.5,3302.06,40040.91701,134817053.7,160471,3778.406941,3744.325,26.6531017
1544745600000,12/14/2018 00:00,BTC/USDT,3302.06,3335.39,3177,3224.17,44492.98381,145101409.5,184525,3733.952682,3673.340714,25.54285511
1544832000000,12/15/2018 00:00,BTC/USDT,3225.19,3276.5,3156.26,3211.72,29796.04144,95588793.64,139806,3676.366991,3614.972857,25.36100628
1544918400000,12/16/2018 00:00,BTC/USDT,3211.71,3294,3186,3228.67,24628.80854,80068159.4,125565,3616.074059,3545.094286,26.13205552
1545004800000,12/17/2018 00:00,BTC/USDT,3229.22,3585,3216,3509.08,66761.7517,228756567.6,283814,3562.160184,3478.498571,37.61392215
1545091200000,12/18/2018 00:00,BTC/USDT,3509.03,3678.59,3424.47,3652.98,61369.61526,216563775,296433,3517.694827,3451.717857,42.54912608
1545177600000,12/19/2018 00:00,BTC/USDT,3653,3912.73,3622.55,3662.22,94137.34101,352638213.5,434026,3516.546183,3430.385,42.86169131
1545264000000,12/20/2018 00:00,BTC/USDT,3660.01,4120,3635,4049.62,101543.836,399967057.8,500506,3534.737359,3422.697857,54.12971579
1545350400000,12/21/2018 00:00,BTC/USDT,4051.86,4139.99,3764,3838.66,82343.85011,325803280,436187,3551.735044,3461.331429,48.51854656
1545436800000,12/22/2018 00:00,BTC/USDT,3840.25,3979,3785,3948.91,42822.35087,165085567.6,249148,3618.119705,3492.410714,51.35650207
1545523200000,12/23/2018 00:00,BTC/USDT,3948.91,4021.53,3870,3929.71,40117.53153,158756356.8,258417,3647.525078,3530.837857,50.83098045
1545609600000,12/24/2018 00:00,BTC/USDT,3929.71,4198,3924.83,4008.01,64647.80913,264628967.1,400403,3687.709734,3558.290714,52.94563896
1545696000000,12/25/2018 00:00,BTC/USDT,4010.11,4020,3646.41,3745.79,62725.62943,235584303,356377,3719.976436,3599.371429,45.83604827
1545782400000,12/26/2018 00:00,BTC/USDT,3745.56,3837.15,3656.74,3777.74,42629.37582,159705204.5,267746,3758.380911,3625.471429,46.77388854
1545868800000,12/27/2018 00:00,BTC/USDT,3777.74,3813.98,3535,3567.91,44097.39291,161915849.9,262733,3756.702123,3649.238571,41.67081391
1545955200000,12/28/2018 00:00,BTC/USDT,3567.89,3887.25,3540.04,3839.26,45964.30499,170638519.2,251040,3759.507173,3668.227857,49.36443867
1546041600000,12/29/2018 00:00,BTC/USDT,3839,3892,3670,3695.32,38874.3739,148205200.1,244844,3733.960884,3712.162857,45.90547555
1546128000000,12/30/2018 00:00,BTC/USDT,3696.71,3903.5,3657.9,3801.91,33222.36926,124966229.5,218929,3748.000766,3746.705714,48.76827144
1546214400000,12/31/2018 00:00,BTC/USDT,3803.12,3810,3630.33,3702.9,29991.77835,111847216.1,190308,3740.976664,3787.651429,46.31628493
1546300800000,1/1/2019 00:00,BTC/USDT,3701.23,3810.16,3642,3797.14,23741.68703,88149249.09,154227,3749.101108,3801.495714,48.9473979
1546387200000,1/2/2019 00:00,BTC/USDT,3796.45,3882.14,3750.45,3858.56,35156.46337,133876627.2,218538,3742.940961,3811.792857,50.64519426
1546473600000,1/3/2019 00:00,BTC/USDT,3857.57,3862.74,3730,3766.78,29406.94836,111657372.7,199812,3750.167499,3825.817143,48.07250467
1546560000000,1/4/2019 00:00,BTC/USDT,3767.2,3823.64,3703.57,3792.01,29519.55467,111034550.6,192232,3764.619833,3805.614286,48.84184396
1546646400000,1/5/2019 00:00,BTC/USDT,3790.09,3840.99,3751,3770.96,30490.66775,115893501.3,203673,3764.907855,3802.282143,48.20020758
1546732800000,1/6/2019 00:00,BTC/USDT,3771.12,4027.71,3740,3987.6,36553.80671,142198812.2,240496,3768.521474,3789.571429,54.78379049
1546819200000,1/7/2019 00:00,BTC/USDT,3987.62,4017.9,3921.53,3975.45,31869.84626,126830380.5,221219,3768.846611,3793.706429,54.3664528
1546905600000,1/8/2019 00:00,BTC/USDT,3976.76,4069.8,3903,3955.13,38901.42312,154778846.5,242898,3798.01373,3791.380714,53.63061782
1546992000000,1/9/2019 00:00,BTC/USDT,3955.45,4006.81,3930.04,3966.65,28989.43951,115218950.3,209240,3821.671899,3806.333571,54.01064982
1547078400000,1/10/2019 00:00,BTC/USDT,3966.06,3996.01,3540,3585.88,59402.22851,221789348,374760,3839.466312,3819.827143,41.81258789
1547164800000,1/11/2019 00:00,BTC/USDT,3585.88,3658,3465,3601.31,38338.65473,137560743.6,264996,3856.424137,3821.110714,42.38048403
1547251200000,1/12/2019 00:00,BTC/USDT,3601.31,3618.19,3530,3583.13,21999.92835,78908770.68,175679,3820.351586,3804.114286,41.86207417
1547337600000,1/13/2019 00:00,BTC/USDT,3584.1,3611.1,3441.3,3476.81,26385.75745,92882249.47,183113,3791.146041,3796.100714,38.86772629
1547424000000,1/14/2019 00:00,BTC/USDT,3477.56,3671.87,3467.02,3626.09,35235.21122,125631820.1,229452,3763.410569,3772.879286,44.83426252
1547510400000,1/15/2019 00:00,BTC/USDT,3626.08,3648.42,3516.62,3553.06,34137.99746,122785440.2,231684,3725.19716,3767.392857,42.64161061
1547596800000,1/16/2019 00:00,BTC/USDT,3553.06,3645,3543.51,3591.84,27480.17998,98504455.21,205159,3711.982872,3749.958571,44.20212755
1547683200000,1/17/2019 00:00,BTC/USDT,3591.84,3634.7,3530.39,3616.21,29755.44084,106709137,217797,3690.793156,3730.907143,45.21091118
1547769600000,1/18/2019 00:00,BTC/USDT,3613.32,3620,3565.75,3594.87,22713.44676,81699723.54,177567,3677.599401,3720.152143,44.45302279
1547856000000,1/19/2019 00:00,BTC/USDT,3594.87,3720,3594.23,3665.3,22171.57812,81354185.9,175054,3669.414148,3706.070714,47.57648386
1547942400000,1/20/2019 00:00,BTC/USDT,3665.75,3693.73,3475,3539.28,27901.9386,99767239.95,204941,3659.474928,3698.523571,42.9253776
1548028800000,1/21/2019 00:00,BTC/USDT,3539.26,3559.51,3475.5,3526.9,19644.43684,69316548.77,160825,3660.251604,3666.500714,42.48596225
1548115200000,1/22/2019 00:00,BTC/USDT,3526.88,3608.5,3434.85,3570.93,29336.44297,103804480.1,195484,3644.122057,3634.461429,44.65588983
1548201600000,1/23/2019 00:00,BTC/USDT,3570.41,3607.98,3514.5,3552.82,24938.8427,88816396.35,192892,3628.49245,3607.018571,43.92187189
1548288000000,1/24/2019 00:00,BTC/USDT,3552.97,3589,3529.22,3569.62,20826.25118,74037052.87,162159,3620.817456,3577.459286,44.82786158
1548374400000,1/25/2019 00:00,BTC/USDT,3569.07,3587.15,3522.51,3565.29,17608.34667,62634926.46,153413,3611.751129,3576.297857,44.62773816
1548460800000,1/26/2019 00:00,BTC/USDT,3566.69,3662.94,3545,3565.25,19476.53234,69841766.65,135369,3606.133645,3573.725,44.62575621
1548547200000,1/27/2019 00:00,BTC/USDT,3565.62,3579,3486,3550.84,22735.59816,80743416.85,163855,3600.687826,3572.447857,43.86989398
1548633600000,1/28/2019 00:00,BTC/USDT,3550.05,3557.75,3380.27,3434.15,40405.1114,139258708.8,260799,3595.962782,3577.735714,38.2238322
1548720000000,1/29/2019 00:00,BTC/USDT,3434,3443.45,3349.92,3411.04,29544.92898,100542807.5,189650,3589.946411,3564.025714,37.20264846
1548806400000,1/30/2019 00:00,BTC/USDT,3410.04,3478,3387.1,3458.18,23968.26024,82521122.86,180820,3569.173556,3553.881429,40.68375738
1548892800000,1/31/2019 00:00,BTC/USDT,3457.5,3489.2,3418.8,3434.1,29607.19025,101928347,198100,3548.089082,3544.334286,39.47982232
1548979200000,2/1/2019 00:00,BTC/USDT,3434.1,3488,3401.2,3462.07,25260.47616,87075914.23,167520,3536.101205,3531.326429,41.64013662
1549065600000,2/2/2019 00:00,BTC/USDT,3462.2,3526.4,3440.29,3504.77,17920.802,62134037.98,153234,3522.501044,3521.840714,44.87520753
1549152000000,2/3/2019 00:00,BTC/USDT,3504.06,3511.09,3426,3458.11,19867.33639,68801620.06,138592,3514.443571,3510.374286,42.1271064
1549238400000,2/4/2019 00:00,BTC/USDT,3458.11,3484.88,3433.31,3463.22,23131.98111,80024258.23,155686,3513.153762,3504.576429,42.54209567
1549324800000,2/5/2019 00:00,BTC/USDT,3463.22,3478.97,3448.43,3471.59,25264.41503,87491347.06,162066,3505.814594,3500.027857,43.25979382
1549411200000,2/6/2019 00:00,BTC/USDT,3471.57,3482.72,3380,3405.37,35310.24485,120500703,207024,3500.135315,3492.932143,39.09874109
1549497600000,2/7/2019 00:00,BTC/USDT,3407,3426.45,3390,3398.4,18665.53864,63611505.79,148209,3496.329273,3482.4,38.67704426
1549584000000,2/8/2019 00:00,BTC/USDT,3398.4,3733.58,3373.1,3659.04,47968.05801,170118212.5,277242,3484.20137,3470.17,57.24659042
1549670400000,2/9/2019 00:00,BTC/USDT,3660.27,3680.02,3625.13,3665.18,24759.83372,90488500.07,192209,3472.761187,3476.866429,57.57253017
1549756800000,2/10/2019 00:00,BTC/USDT,3665.18,3684.99,3609.76,3680.06,23250.60263,84696423.96,171099,3497.598362,3484.004286,58.40023726
1549843200000,2/11/2019 00:00,BTC/USDT,3679.75,3684.9,3615.53,3631.05,24954.61457,90731831.9,172626,3519.94258,3493.234286,54.62058096
1549929600000,2/12/2019 00:00,BTC/USDT,3631.05,3667.6,3582.34,3631.46,29479.59823,106766440,198996,3541.29157,3507.298571,54.64702497
1550016000000,2/13/2019 00:00,BTC/USDT,3631.51,3670,3591.75,3609.4,25773.99765,93350740.95,167690,3553.25936,3523.042857,52.86210331
1550102400000,2/14/2019 00:00,BTC/USDT,3608.34,3626.4,3568.11,3590.56,21753.50126,78367545.58,155215,3563.686112,3533.844286,51.32039333
1550188800000,2/15/2019 00:00,BTC/USDT,3590.57,3653.23,3573.45,3602.47,20777.8729,74938358.18,151256,3569.781297,3545.02,52.26811835
1550275200000,2/16/2019 00:00,BTC/USDT,3602.49,3648.2,3597.91,3618.41,19565.99275,70894921.81,149393,3572.551791,3555.048571,53.57094423
1550361600000,2/17/2019 00:00,BTC/USDT,3617.22,3700.11,3604.4,3667.58,25690.22778,93426433.13,179511,3576.540886,3563.165714,57.43079029
1550448000000,2/18/2019 00:00,BTC/USDT,3667.62,3925,3655,3898.6,64042.73049,242898012.8,393515,3582.123434,3578.127857,70.0352625
1550534400000,2/19/2019 00:00,BTC/USDT,3897.35,3994.52,3856,3907.79,50207.17267,197091641,332281,3593.517643,3609.226429,70.41059479
1550620800000,2/20/2019 00:00,BTC/USDT,3907.35,3986.98,3870.66,3969.74,36205.14085,142571564.6,250176,3634.195291,3640.383571,72.87694392
1550707200000,2/21/2019 00:00,BTC/USDT,3969.74,4016.48,3901.03,3937.31,31103.88473,122714273.9,209571,3670.674585,3680.695714,69.6061279
1550793600000,2/22/2019 00:00,BTC/USDT,3937.31,3988,3926.65,3962,23943.16375,94739322.75,179588,3710.549974,3719.189286,70.68486757
1550880000000,2/23/2019 00:00,BTC/USDT,3962,4162.02,3933.15,4117.76,33657.94288,135782959.4,231563,3740.784644,3740.829286,76.38027699
1550966400000,2/24/2019 00:00,BTC/USDT,4118,4198,3712.66,3743.56,62224.18689,244146803.5,410578,3770.280025,3773.156429,50.83038705
1551052800000,2/25/2019 00:00,BTC/USDT,3743.56,3872.66,3740,3827.92,38102.96625,145285565.2,262716,3816.610688,3777.692143,54.52365509
1551139200000,2/26/2019 00:00,BTC/USDT,3828.44,3841.51,3777,3809.23,28838.74804,109932596.1,213897,3806.870596,3791.754286,53.56371931
1551225600000,2/27/2019 00:00,BTC/USDT,3809.31,3838.85,3677.17,3818.07,31500.99547,119564023.1,201626,3809.677184,3804.452143,53.97644832
1551312000000,2/28/2019 00:00,BTC/USDT,3818.04,3888,3763.87,3813.69,32561.96104,124703738.4,233849,3809.617559,3819.357143,53.72166934
1551398400000,3/1/2019 00:00,BTC/USDT,3814.26,3857,3813.01,3823,23174.57217,88851336.52,179860,3810.744551,3835.295,54.21635566
1551484800000,3/2/2019 00:00,BTC/USDT,3822.17,3841.31,3772.25,3819.93,19445.83836,74175357.78,149854,3811.137278,3851.047143,54.01132895
1551571200000,3/3/2019 00:00,BTC/USDT,3819.97,3835,3781.32,3807.75,16718.16541,63791898.99,127681,3812.718974,3865.441429,53.15251799
1551657600000,3/4/2019 00:00,BTC/USDT,3807.32,3830,3670.69,3715.3,34742.84166,129739738.2,218615,3813.680444,3875.453571,47.03870213
1551744000000,3/5/2019 00:00,BTC/USDT,3716.1,3877.1,3703.55,3857.73,32962.53616,124945530.8,202444,3812.889718,3862.360714,55.52607386
1551830400000,3/6/2019 00:00,BTC/USDT,3857.58,3907,3813.09,3861.84,24775.11883,95417637.59,165101,3799.877756,3858.785,55.7464617
1551916800000,3/7/2019 00:00,BTC/USDT,3861.84,3905.4,3840.4,3873.64,26455.25766,102585458.4,180520,3807.591388,3851.077857,56.41426931
1552003200000,3/8/2019 00:00,BTC/USDT,3873.63,3932,3800,3864.89,34730.36659,135000852,211534,3814.824537,3846.53,55.74252999
1552089600000,3/9/2019 00:00,BTC/USDT,3864.88,3971.75,3854.75,3943.04,30979.74765,121353607,206869,3822.666598,3839.593571,60.2904459
1552176000000,3/10/2019 00:00,BTC/USDT,3943.43,3943.43,3881.69,3916.82,23187.56141,90693949.72,167920,3828.296385,3827.113571,58.13205593
1552262400000,3/11/2019 00:00,BTC/USDT,3915.99,3936.98,3830,3871.61,38066.88571,147721971.1,209916,3843.595534,3839.489286,54.50852205
1552348800000,3/12/2019 00:00,BTC/USDT,3871.61,3905.2,3826.06,3882.73,26921.00862,104393849.4,182885,3853.358796,3842.61,55.24742874
1552435200000,3/13/2019 00:00,BTC/USDT,3882.69,3893.56,3840,3866,24461.00876,94680049.46,186572,3855.79229,3847.86,53.83076766
1552521600000,3/14/2019 00:00,BTC/USDT,3866,3920,3810.43,3877.12,27048.74853,104673038.8,196651,3859.383985,3851.283571,54.66291648
1552608000000,3/15/2019 00:00,BTC/USDT,3877.12,3939.22,3872.2,3923.76,21740.0615,84919900.72,163866,3860.26612,3855.814286,58.07601877
1552694400000,3/16/2019 00:00,BTC/USDT,3924.46,4056.98,3921.98,4005.98,28568.37612,114227606.4,216198,3862.513304,3863.011429,63.31860078
1552780800000,3/17/2019 00:00,BTC/USDT,4005.98,4012,3950.01,3981.14,18814.25558,74893913.06,146953,3870.67953,3876.300714,60.84315596
1552867200000,3/18/2019 00:00,BTC/USDT,3981.85,4037,3953.33,3987.81,22454.47801,89526258.39,157876,3888.719593,3888.685714,61.28088592
1552953600000,3/19/2019 00:00,BTC/USDT,3987.83,4031,3970,4015.53,19893.74182,79503748.36,147394,3901.042314,3908.150714,63.12578841
1553040000000,3/20/2019 00:00,BTC/USDT,4017.48,4050,3980.5,4043.04,23432.30026,94019734.23,175036,3912.611339,3919.422143,64.91260971
1553126400000,3/21/2019 00:00,BTC/USDT,4043.04,4069.32,3880.01,3980.64,35997.68212,144010401.5,236100,3926.333827,3932.365,58.04222421
1553212800000,3/22/2019 00:00,BTC/USDT,3980.85,4008,3968.25,3986.93,20022.60632,79861943.81,153703,3941.89465,3940.007857,58.51882399
1553299200000,3/23/2019 00:00,BTC/USDT,3987.89,4018.83,3978.01,4006.01,17302.60432,69169819.86,143155,3947.060697,3948.725,60.00298615
1553385600000,3/24/2019 00:00,BTC/USDT,4006.01,4006.02,3950,3992.18,17179.85065,68524082.75,131087,3952.376604,3953.222857,58.37268273
1553472000000,3/25/2019 00:00,BTC/USDT,3991.35,3999.3,3888.71,3936.12,33192.89022,131507366.4,227739,3959.527723,3958.605714,52.18335893
1553558400000,3/26/2019 00:00,BTC/USDT,3935.47,3958.98,3894,3948.55,29349.53763,115330071,192418,3963.88136,3963.213571,53.3641052
1553644800000,3/27/2019 00:00,BTC/USDT,3948.77,4048,3936.15,4038.05,32364.55585,129681258,224309,3960.179845,3967.915,60.85871732
1553731200000,3/28/2019 00:00,BTC/USDT,4039.58,4039.7,4002,4027.81,20089.29388,80822230.58,157060,3958.629199,3980.204286,59.67704313
1553817600000,3/29/2019 00:00,BTC/USDT,4028.22,4123.71,4024.03,4103.25,30084.21744,122585822.6,203826,3969.218639,3990.967857,65.0596065
1553904000000,3/30/2019 00:00,BTC/USDT,4104.24,4140,4052,4106.97,19509.2926,79853835.58,162463,3977.030821,4003.788571,65.30554291
1553990400000,3/31/2019 00:00,BTC/USDT,4106.99,4116.12,4082.57,4103.95,13525.08743,55472147.13,124046,3993.860045,4011.002143,64.9061233
1554076800000,4/1/2019 00:00,BTC/USDT,4102.44,4158.7,4067,4144.56,25507.06764,105388238.1,184268,4008.941372,4019.774286,67.76150897
1554163200000,4/2/2019 00:00,BTC/USDT,4144.54,4897.99,4140.54,4857.29,105383.6393,489018726.8,609133,4021.609189,4030.970714,87.29686051
1554249600000,4/3/2019 00:00,BTC/USDT,4857.19,5275.01,4753.5,4932.6,109890.1257,548900970.9,692019,4038.002631,4091.096429,88.11628872
1554336000000,4/4/2019 00:00,BTC/USDT,4932.59,5039.08,4777,4898.66,61054.25417,301411332,419141,4147.240947,4154.636429,85.44136206
1554422400000,4/5/2019 00:00,BTC/USDT,4898.64,5028.22,4880.62,5004.95,39768.55281,197660830.7,292375,4251.955487,4220.209286,86.79346518
1554508800000,4/6/2019 00:00,BTC/USDT,5004.96,5205,4928.59,5043.89,41770.84231,210963411.6,281237,4338.182755,4292.925,87.26027226
1554595200000,4/7/2019 00:00,BTC/USDT,5042.07,5234,5026,5170.27,37615.4868,192916750.6,274084,4427.085055,4367.059286,88.66110528
1554681600000,4/8/2019 00:00,BTC/USDT,5170.27,5305,5039,5236.9,50178.43078,260487077.8,350828,4509.325714,4451.208571,89.32740899
1554768000000,4/9/2019 00:00,BTC/USDT,5238.38,5238.4,5076.68,5150,34067.01231,175633627.3,253381,4597.451619,4544.121429,82.51690737
1554854400000,4/10/2019 00:00,BTC/USDT,5150,5422,5135,5308.25,40073.62047,210870034.5,260967,4682.711403,4629.939286,84.7909795
